TIME	From IP	From Port	To IP	To Port	Method	Error	ASCII	Hex
5:46:34.437 pm	127.0.0.1	55335	You	63921	UDP		492.8821 254.0014 13.8957 0.52842 1.9412 0.66564	34 39 32 2E 38 38 32 31 20 32 35 34 2E 30 30 31 34 20 31 33 2E 38 39 35 37 20 30 2E 35 32 38 34 32 20 31 2E 39 34 31 32 20 30 2E 36 36 35 36 34	
5:46:34.465 pm	127.0.0.1	55336	You	63921	UDP		492.8604 254.0038 13.9104 0.43858 1.9472 0.65884	34 39 32 2E 38 36 30 34 20 32 35 34 2E 30 30 33 38 20 31 33 2E 39 31 30 34 20 30 2E 34 33 38 35 38 20 31 2E 39 34 37 32 20 30 2E 36 35 38 38 34	
5:46:34.552 pm	127.0.0.1	55337	You	63921	UDP		492.8536 254.0153 13.8732 0.29505 1.9778 0.59891	34 39 32 2E 38 35 33 36 20 32 35 34 2E 30 31 35 33 20 31 33 2E 38 37 33 32 20 30 2E 32 39 35 30 35 20 31 2E 39 37 37 38 20 30 2E 35 39 38 39 31	
5:46:34.575 pm	127.0.0.1	55338	You	63921	UDP		492.8892 253.9973 13.8951 0.5101 1.9653 0.62069	34 39 32 2E 38 38 39 32 20 32 35 33 2E 39 39 37 33 20 31 33 2E 38 39 35 31 20 30 2E 35 31 30 31 20 31 2E 39 36 35 33 20 30 2E 36 32 30 36 39	
5:46:34.643 pm	127.0.0.1	55339	You	63921	UDP		493.0053 253.9261 13.9423 0.28405 2.1438 0.77789	34 39 33 2E 30 30 35 33 20 32 35 33 2E 39 32 36 31 20 31 33 2E 39 34 32 33 20 30 2E 32 38 34 30 35 20 32 2E 31 34 33 38 20 30 2E 37 37 37 38 39	
5:46:34.679 pm	127.0.0.1	55340	You	63921	UDP		492.8909 253.9986 13.8931 0.52489 1.9373 0.65912	34 39 32 2E 38 39 30 39 20 32 35 33 2E 39 39 38 36 20 31 33 2E 38 39 33 31 20 30 2E 35 32 34 38 39 20 31 2E 39 33 37 33 20 30 2E 36 35 39 31 32	
5:46:34.752 pm	127.0.0.1	55341	You	63921	UDP		492.8611 254.0046 13.8768 0.27641 1.9301 0.6469	34 39 32 2E 38 36 31 31 20 32 35 34 2E 30 30 34 36 20 31 33 2E 38 37 36 38 20 30 2E 32 37 36 34 31 20 31 2E 39 33 30 31 20 30 2E 36 34 36 39	
5:46:34.791 pm	127.0.0.1	55342	You	63921	UDP		492.8557 254.0023 13.8806 0.20327 1.9358 0.64599	34 39 32 2E 38 35 35 37 20 32 35 34 2E 30 30 32 33 20 31 33 2E 38 38 30 36 20 30 2E 32 30 33 32 37 20 31 2E 39 33 35 38 20 30 2E 36 34 35 39 39	
5:46:34.888 pm	127.0.0.1	55343	You	63921	UDP		492.8533 253.9716 13.8799 0.47581 1.8107 0.68799	34 39 32 2E 38 35 33 33 20 32 35 33 2E 39 37 31 36 20 31 33 2E 38 37 39 39 20 30 2E 34 37 35 38 31 20 31 2E 38 31 30 37 20 30 2E 36 38 37 39 39	
5:46:34.890 pm	127.0.0.1	55344	You	63921	UDP		492.8993 254.0013 13.8893 0.53788 1.9357 0.61147	34 39 32 2E 38 39 39 33 20 32 35 34 2E 30 30 31 33 20 31 33 2E 38 38 39 33 20 30 2E 35 33 37 38 38 20 31 2E 39 33 35 37 20 30 2E 36 31 31 34 37	
5:46:34.964 pm	127.0.0.1	55345	You	63921	UDP		492.8473 254.0063 13.8796 0.23114 1.9524 0.58758	34 39 32 2E 38 34 37 33 20 32 35 34 2E 30 30 36 33 20 31 33 2E 38 37 39 36 20 30 2E 32 33 31 31 34 20 31 2E 39 35 32 34 20 30 2E 35 38 37 35 38	
5:46:35.001 pm	127.0.0.1	55346	You	63921	UDP		493.022 253.9236 13.9405 0.28918 2.1256 0.78837	34 39 33 2E 30 32 32 20 32 35 33 2E 39 32 33 36 20 31 33 2E 39 34 30 35 20 30 2E 32 38 39 31 38 20 32 2E 31 32 35 36 20 30 2E 37 38 38 33 37	
5:46:35.107 pm	127.0.0.1	55347	You	63921	UDP		492.8522 253.9728 13.8771 0.49331 1.7919 0.73498	34 39 32 2E 38 35 32 32 20 32 35 33 2E 39 37 32 38 20 31 33 2E 38 37 37 31 20 30 2E 34 39 33 33 31 20 31 2E 37 39 31 39 20 30 2E 37 33 34 39 38	
5:46:35.128 pm	127.0.0.1	55348	You	63921	UDP		492.858 254.0074 13.8777 0.283 1.9609 0.59851	34 39 32 2E 38 35 38 20 32 35 34 2E 30 30 37 34 20 31 33 2E 38 37 37 37 20 30 2E 32 38 33 20 31 2E 39 36 30 39 20 30 2E 35 39 38 35 31	
5:46:35.225 pm	127.0.0.1	55349	You	63921	UDP		492.8649 254.0025 13.8748 0.2517 1.9445 0.63182	34 39 32 2E 38 36 34 39 20 32 35 34 2E 30 30 32 35 20 31 33 2E 38 37 34 38 20 30 2E 32 35 31 37 20 31 2E 39 34 34 35 20 30 2E 36 33 31 38 32	
5:46:35.329 pm	127.0.0.1	55350	You	63921	UDP		492.8456 253.9738 13.8871 0.43521 1.7652 0.72526	34 39 32 2E 38 34 35 36 20 32 35 33 2E 39 37 33 38 20 31 33 2E 38 38 37 31 20 30 2E 34 33 35 32 31 20 31 2E 37 36 35 32 20 30 2E 37 32 35 32 36	
5:46:35.421 pm	127.0.0.1	55351	You	63921	UDP		492.8597 254.0041 13.8788 0.23517 1.94 0.65047	34 39 32 2E 38 35 39 37 20 32 35 34 2E 30 30 34 31 20 31 33 2E 38 37 38 38 20 30 2E 32 33 35 31 37 20 31 2E 39 34 20 30 2E 36 35 30 34 37	
5:46:35.537 pm	127.0.0.1	55352	You	63921	UDP		492.8139 253.9808 13.8782 0.043382 1.8199 0.65004	34 39 32 2E 38 31 33 39 20 32 35 33 2E 39 38 30 38 20 31 33 2E 38 37 38 32 20 30 2E 30 34 33 33 38 32 20 31 2E 38 31 39 39 20 30 2E 36 35 30 30 34	
5:46:35.558 pm	127.0.0.1	55353	You	63921	UDP		492.8525 254.0121 13.8773 0.27118 1.9561 0.61938	34 39 32 2E 38 35 32 35 20 32 35 34 2E 30 31 32 31 20 31 33 2E 38 37 37 33 20 30 2E 32 37 31 31 38 20 31 2E 39 35 36 31 20 30 2E 36 31 39 33 38	
5:46:35.646 pm	127.0.0.1	55354	You	63921	UDP		492.8855 254.0078 13.8953 0.52157 1.9573 0.62434	34 39 32 2E 38 38 35 35 20 32 35 34 2E 30 30 37 38 20 31 33 2E 38 39 35 33 20 30 2E 35 32 31 35 37 20 31 2E 39 35 37 33 20 30 2E 36 32 34 33 34	
5:46:35.760 pm	127.0.0.1	55355	You	63921	UDP		492.8517 254.0136 13.876 0.23569 1.972 0.58222	34 39 32 2E 38 35 31 37 20 32 35 34 2E 30 31 33 36 20 31 33 2E 38 37 36 20 30 2E 32 33 35 36 39 20 31 2E 39 37 32 20 30 2E 35 38 32 32 32	
